Index,Rank,Previous Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,staff,Column1,Column2,Column3,Total Students,International Students,Total Faculty Staff,Domestic Staff %,Int'l Staff %
1025,1001-1200,951-1000,Clark University,United States of America,Americas,S,CO,VH,Private not for Profit,2.5,701+,3.6,701+,25.6,724,23.5,666,15.2,801+,94.6,133,93.8,119,29.1,801+,19.3,739,42.4,801+,-,,,,,"3,896","1,393",314,92%,8%
1027,1001-1200,951-1000,D. Serikbayev East Kazakhstan Technical University,Kazakhstan,Asia,M,FO,HI,Public,14.6,701+,18.2,701+,75.9,190,1.4,801+,23.7,665,5.5,801+,9.5,801+,5.2,801+,4.4,801+,31.0,801+,-,,,,,"5,049",147,672,90%,10%
1028,1001-1200,1201-1400,Daffodil International University,Bangladesh,Asia,L,FO,VH,Private not for Profit,15.6,701+,23.0,578,5.7,801+,6.9,801+,7.7,801+,5.0,801+,8.6,801+,45.1,801+,8.3,801+,51.7,667=,-,,,,,"16,905",589,747,96%,4%
1029,1001-1200,1001-1200,Dankook University,Republic of Korea,Asia,L,FC,HI,Private not for Profit,10.0,701+,8.3,701+,72.0,213,4.8,801+,5.5,801+,12.6,801+,16.2,801+,17.1,801+,3.6,801+,47.6,770=,-,,,,,"23,309","1,730","2,697",96%,4%
1031,1001-1200,951-1000,Financial University under the Government of the Russian Federation,Russian Federation,Europe,L,FO,VH,Public,4.9,701+,17.4,701+,44.1,450,2.7,801+,6.7,801+,39.2,500,44.7,467,37.6,801+,57.5,291,43.8,801+,-,,,,,"16,965",,"1,784",96%,4%
1032,1001-1200,1201-1400,Florida Atlantic University - Boca Raton,United States of America,Americas,L,FC,HI,Public,6.6,701+,15.2,701+,6.2,801+,18.2,746,8.4,801+,13.1,801+,9.9,801+,65.3,618,13.0,801+,48.4,746=,-,,,,,"22,353","1,164","1,107",94%,6%
1033,1001-1200,1001-1200,Fordham University,United States of America,Americas,L,CO,HI,Private not for Profit,9.1,701+,16.8,701+,19.3,801+,9.6,801+,10.5,801+,23.3,685,17.5,801+,23.3,801+,47.6,369,32.1,801+,-,,,,,"14,464","1,601","1,083",95%,5%
1035,1001-1200,901-950,Georgian Technical University,Georgia,Asia,L,FO,HI,Public,7.1,701+,7.1,701+,1.0,801+,54.4,336,,,,,,,7.8,801+,29.3,562,3.0,801+,-,,,,,"20,416",442,7,%,%
1037,1001-1200,1001-1200,Gifu University,Japan,Asia,M,FO,VH,Public,6.4,701+,4.5,701+,58.9,308,14.3,801+,7.1,801+,6.2,801+,10.2,801+,23.4,801+,1.8,801+,44.1,801+,-,,,,,"7,241",286,839,96%,4%
1039,1001-1200,951-1000,Hallym University,Republic of Korea,Asia,M,FC,VH,Private not for Profit,3.4,701+,2.7,701+,95.6,70,13.1,801+,4.3,801+,3.5,801+,7.6,801+,9.1,801+,1.8,801+,41.4,801+,-,,,,,"7,585",,"1,337",97%,3%
1040,1001-1200,1001-1200,Harbin Engineering University,China (Mainland),Asia,L,FO,VH,Public,5.2,701+,6.5,701+,24.0,752,46.8,406,3.0,801+,3.6,801+,8.6,801+,40.0,801+,7.2,801+,24.3,801+,-,,,,,"23,888",Read less,"2,029",98%,2%
1041,1001-1200,1001-1200,Hohai University,China (Mainland),Asia,XL,FO,VH,Public,3.2,701+,2.7,701+,17.8,801+,33.2,548,,,,,,,74.1,463,1.2,801+,39.3,801+,-,,,,,"52,963",,"3,182",98%,2%
1042,1001-1200,1001-1200,Howard University,United States of America,Americas,M,FC,HI,Private not for Profit,8.3,701+,16.1,701+,43.6,457,6.0,801+,1.2,801+,6.4,801+,5.0,801+,35.2,801+,37.8,461,37.9,801+,-,,,,,"11,995",590,"1,245",100%,
1043,1001-1200,,Islamic University of Lebanon,Lebanon,Asia,M,FO,MD,Private for Profit,10.6,701+,13.4,701+,39.6,513,1.2,801+,36.7,523,98.8,75,81.8,190,2.2,801+,3.9,801+,,,-,,,,,"6,296","3,387",600,85%,15%
1046,1001-1200,1001-1200,Kangwon National University,Republic of Korea,Asia,L,FC,HI,Public,8.0,701+,7.1,701+,32.0,601,15.4,798,6.5,801+,10.2,801+,14.2,801+,28.6,801+,3.5,801+,56.6,568=,-,,,,,"20,244",,"1,827",96%,4%
1047,1001-1200,1001-1200,Kazakh-British Technical University,Kazakhstan,Asia,M,FO,HI,Public,15.9,701+,41.9,321,17.8,801+,2.6,801+,15.3,801+,4.1,801+,8.2,801+,13.9,801+,4.3,801+,32.7,801+,-,,,,,"5,279",151,396,95%,5%
1048,1001-1200,1001-1200,Kent State University,United States of America,Americas,L,FO,VH,Public,7.0,701+,4.8,701+,9.0,801+,20.0,711,25.4,645,15.7,801+,11.9,801+,62.5,659,11.3,801+,40.8,801+,-,,,,,"21,812",Read less,"1,191",88%,12%
1049,1001-1200,1201-1400,Kookmin University,Republic of Korea,Asia,L,CO,HI,Private for Profit,5.3,701+,6.2,701+,51.0,371,5.3,801+,7.0,801+,63.5,316,63.9,311,9.9,801+,5.2,801+,43.7,801+,-,,,,,"13,650","2,494","1,888",96%,4%
1050,1001-1200,851-900,Kyrgyz Russian Slavic University,Kyrgyzstan,Asia,M,CO,MD,Public,10.9,701+,13.4,701+,99.9,30,1.0,801+,,,,,,,1.6,801+,35.4,486,,,-,,,,,"5,441",,"1,242",%,%
1051,1001-1200,1001-1200,Kyushu Institute of Technology,Japan,Asia,M,SP,VH,Public,5.0,701+,9.0,701+,12.9,801+,37.5,499,10.4,801+,5.9,801+,10.1,801+,21.6,801+,1.8,801+,34.9,801+,-,,,,,"5,616",235,362,94%,6%
1054,1001-1200,1001-1200,Lodz University of Technology,Poland,Europe,M,SP,VH,Public,6.0,701+,7.3,701+,59.0,306,16.0,784,4.1,801+,8.3,801+,12.4,801+,49.2,801+,4.1,801+,40.3,801+,-,,,,,"9,843",474,"1,128",97%,3%
1055,1001-1200,1001-1200,London Metropolitan University,United Kingdom,Europe,L,CO,MD,Public,5.9,701+,7.3,701+,4.7,801+,7.0,801+,68.5,340,97.6,95,97.7,84,22.4,801+,20.8,713,20.9,801+,-,,,,,"11,304",,467,76%,24%
1056,1001-1200,1001-1200,Loyola University Chicago,United States of America,Americas,L,FC,HI,Private not for Profit,12.2,701+,21.2,621,30.5,624,12.6,801+,9.3,801+,5.0,801+,4.0,801+,36.2,801+,24.1,656,33.5,801+,-,,,,,"15,697",558,"1,370",95%,5%
1057,1001-1200,901-950,Makerere University,Uganda,Africa,XL,FC,HI,Public,13.4,701+,5.3,701+,5.8,801+,6.5,801+,8.3,801+,13.6,801+,10.3,801+,65.3,617,98.3,38,42.0,801+,-,,,,,"35,307","2,694","1,468",93%,7%
1058,1001-1200,951-1000,Mansoura University,Egypt,Africa,XL,FC,VH,Public,18.8,653,15.8,701+,5.2,801+,5.0,801+,9.9,801+,21.2,706,24.5,695,81.9,315,12.6,801+,55.5,591=,-,,,,,"185,564",,"7,566",94%,6%
1059,1001-1200,1001-1200,Marmara University,Türkiye,Asia,XL,FO,VH,Public,11.8,701+,23.1,577,5.4,801+,4.9,801+,5.5,801+,6.8,801+,12.3,801+,52.5,801+,38.1,453,42.6,801+,-,,,,,"62,939","3,147","2,986",98%,2%
1060,1001-1200,1001-1200,MATE Hungarian University of Agriculture and Life Sciences,Hungary,Europe,M,FO,VH,Private not for Profit,7.1,701+,8.0,701+,34.1,577,7.2,801+,4.1,801+,43.1,467,48.3,431,59.0,707,4.8,801+,55.4,593=,-,,,,,"9,812","1,600",939,98%,2%
1061,1001-1200,,Middle East University Jordan,Jordan,Asia,S,FO,VH,Private not for Profit,9.1,701+,7.2,701+,12.4,801+,13.2,801+,10.6,801+,90.9,158,80.9,196,47.7,801+,5.9,801+,8.0,801+,-,,,,,"3,754",941,181,92%,8%
1062,1001-1200,1001-1200,Mississippi State University,United States of America,Americas,L,CO,VH,Public,7.2,701+,8.7,701+,9.1,801+,33.5,542,19.7,720,5.5,801+,4.3,801+,70.2,527,12.8,801+,38.5,801+,-,,,,,"20,080",747,"1,188",93%,7%
1063,1001-1200,1001-1200,Mustansiriyah University,Iraq,Asia,XL,FC,HI,Public,8.3,701+,23.5,572,64.9,269,1.8,801+,43.6,474,6.3,801+,5.0,801+,19.2,801+,10.4,801+,26.5,801+,-,,,,,"31,039","A vision for future: The university has a continuousstrategic plan to improve teaching quality and the university life for studentsand staff members. Due to COVID-19 world crises, the university has a greateffort to increase online teaching to minimize the risk of infection and tomaintain a high teaching level for all students.","4,718",83%,17%
1064,1001-1200,1001-1200,Mutah University,Jordan,Asia,L,FC,MD,Public,15.6,701+,21.8,608,12.1,801+,3.4,801+,15.7,788,32.9,560,32.2,587,28.0,801+,10.1,801+,33.2,801+,-,,,,,"10,647",Read less,721,92%,8%
1065,1001-1200,1001-1200,Mykolas Romeris University,Lithuania,Europe,S,FO,VH,Public,6.0,701+,12.9,701+,22.7,778,7.1,801+,12.1,801+,51.6,398,55.0,374,23.6,801+,53.2,320,50.4,696=,-,,,,,"4,170",,306,91%,9%
1066,1001-1200,1001-1200,Narxoz University,Kazakhstan,Asia,M,FO,MD,Private not for Profit,15.7,701+,14.9,701+,26.1,717,1.5,801+,31.0,578,20.7,716,22.1,730,1.0,801+,69.7,214,35.6,801+,-,,,,,"5,700",,800,84%,16%
1067,1001-1200,901-950,National Research Saratov State University,Russian Federation,Europe,M,FO,VH,Public,5.0,701+,5.3,701+,97.6,60,2.4,801+,4.0,801+,26.9,632,20.2,761,14.4,801+,1.8,801+,10.2,801+,-,,,,,"9,253","1,126","1,718",97%,3%
1070,1001-1200,901-950,Nicolaus Copernicus University,Poland,Europe,L,FC,HI,Public,10.3,701+,4.8,701+,65.8,262,9.4,801+,4.6,801+,11.3,801+,15.8,801+,81.3,325,3.9,801+,30.1,801+,-,,,,,"17,006","1,019","2,128",97%,3%
1071,1001-1200,951-1000,Niigata University,Japan,Asia,L,FC,HI,Public,6.6,701+,5.1,701+,88.7,110,6.7,801+,6.6,801+,6.1,801+,10.6,801+,23.1,801+,7.2,801+,43.0,801+,-,,,,,"12,117",452,"1,888",96%,4%
1072,1001-1200,1001-1200,Northern Arizona University,United States of America,Americas,L,CO,VH,Public,9.5,701+,16.2,701+,6.7,801+,23.4,667,3.5,801+,3.8,801+,3.1,801+,48.0,801+,7.5,801+,45.2,801+,-,,,,,"24,518",917,"1,239",97%,3%
1073,1001-1200,951-1000,Northern Borders University,Saudi Arabia,Asia,M,FC,HI,Public,13.4,701+,6.4,701+,28.8,657,4.5,801+,100.0,42,16.1,797,12.2,801+,18.0,801+,3.0,801+,15.7,801+,-,,,,,"13,924",769,"1,160",56%,44%
1074,1001-1200,1001-1200,Northwest University (China),China (Mainland),Asia,L,CO,VH,Public,5.8,701+,3.2,701+,55.7,338,31.8,566,4.8,801+,4.7,801+,9.3,801+,37.6,801+,5.1,801+,33.1,801+,-,,,,,"22,662",,"2,592",97%,3%
1076,1001-1200,1201-1400,Obuda University,Hungary,Europe,M,FO,VH,Public,7.9,701+,8.9,701+,3.9,801+,19.6,721,34.7,538,13.3,801+,19.3,774,44.5,801+,5.1,801+,42.4,801+,-,,,,,"7,546",Read less,365,89%,11%
1077,1001-1200,1001-1200,Ohio University,United States of America,Americas,L,FC,HI,Public,10.9,701+,13.3,701+,7.6,801+,14.0,801+,3.9,801+,6.3,801+,11.7,801+,51.8,801+,27.9,598,38.3,801+,-,,,,,"22,382",899,"1,179",98%,2%
1081,1001-1200,851-900,Poznan University of Life Sciences,Poland,Europe,M,FO,VH,Public,6.6,701+,4.1,701+,92.2,95,14.8,801+,1.7,801+,11.1,801+,14.5,801+,37.5,801+,4.1,801+,26.6,801+,-,,,,,"5,743",455,746,99%,1%
1082,1001-1200,1001-1200,Poznan University of Technology,Poland,Europe,L,FO,VH,Public,10.9,701+,13.1,701+,39.8,510,12.8,801+,3.4,801+,10.7,801+,15.5,801+,47.8,801+,7.4,801+,27.6,801+,-,,,,,"12,907",813,"1,254",98%,2%
1083,1001-1200,951-1000,Rhodes University,South Africa,Africa,M,FO,VH,Public,8.0,701+,9.1,701+,17.2,801+,18.9,733,,,46.4,434,34.6,554,56.5,745,42.9,408,42.2,801+,-,,,,,"8,100",Read less,579,%,%
1084,1001-1200,951-1000,Riga Stradins University,Latvia,Europe,M,SP,HI,Public,7.4,701+,16.2,701+,16.3,801+,3.4,801+,30.9,580,96.1,111,95.9,102,15.9,801+,14.8,801+,29.5,801+,-,,,,,"7,572",,558,87%,13%
1085,1001-1200,901-950,Ritsumeikan Asia Pacific University,Japan,Asia,M,SP,LO,Private for Profit,8.3,701+,11.8,701+,4.3,801+,4.1,801+,99.5,110,99.7,51,99.7,41,4.7,801+,1.7,801+,14.4,801+,-,,,,,"5,553","2,522",199,50%,50%
1086,1001-1200,1001-1200,Saint-Petersburg Mining University,Russian Federation,Europe,M,FO,VH,Public,3.1,701+,5.9,701+,79.1,173,3.7,801+,28.1,606,44.4,454,49.6,419,9.6,801+,13.2,801+,28.3,801+,-,,,,,"10,462","1,783","1,957",88%,12%
1087,1001-1200,,Samarkand State University,Uzbekistan,Asia,L,CO,MD,Public,23.7,534,18.0,701+,41.0,494,1.3,801+,25.1,651,6.5,801+,10.4,801+,7.3,801+,9.5,801+,11.6,801+,-,,,,,"17,364",,"1,335",94%,6%
1088,1001-1200,1001-1200,San Diego State University,United States of America,Americas,XL,CO,VH,Public,7.9,701+,8.7,701+,4.5,801+,22.8,670,7.9,801+,4.6,801+,3.7,801+,70.6,515,32.1,526,46.5,801+,-,,,,,"33,672","1,406","1,384",96%,4%
1090,1001-1200,1201-1400,Seoul National University of Science and Technology,Republic of Korea,Asia,M,FO,VH,Public,10.5,701+,7.9,701+,20.5,801+,18.9,734,12.0,801+,32.2,565,28.6,633,28.6,801+,1.9,801+,49.7,708=,-,,,,,"8,580",868,748,93%,7%
1091,1001-1200,1001-1200,Sheffield Hallam University,United Kingdom,Europe,XL,CO,HI,Public,9.8,701+,13.4,701+,10.9,801+,7.1,801+,42.6,480,42.7,469,48.0,434,60.6,682,12.3,801+,40.6,801+,-,,,,,"26,358","4,585","1,693",83%,17%
1094,1001-1200,1001-1200,Slovak University of Technology in Bratislava,Slovakia,Europe,M,FO,VH,Public,10.8,701+,10.6,701+,48.9,396,7.7,801+,4.8,801+,29.1,602,21.8,732,54.2,779,17.9,762,28.1,801+,-,,,,,"10,976",987,"1,255",98%,2%
1095,1001-1200,1001-1200,Soonchunhyang University,Republic of Korea,Asia,M,FC,VH,Private not for Profit,7.7,701+,9.1,701+,70.9,219,10.1,801+,7.5,801+,7.3,801+,11.0,801+,12.8,801+,1.9,801+,45.2,801+,-,,,,,"8,765",412,"1,436",95%,5%
1096,1001-1200,951-1000,Southern Federal University,Russian Federation,Europe,L,CO,VH,Public,7.0,701+,7.5,701+,65.4,266,3.5,801+,4.9,801+,42.3,470,47.6,435,43.6,801+,3.7,801+,31.4,801+,-,,,,,"20,403","The interaction between students while taking part in creative events and festivals such as “The Spring Creative Festival”, “The Golden Voice of SFedU”, “The Freshman Cup”, “Studio Student Theatre Festival” and “The Creative Marathon” reveals students’ artistic potential and sets the stage for a cross-cultural exchange of ideas and traditions.","2,402",98%,2%
1097,1001-1200,1001-1200,Southern Methodist University,United States of America,Americas,M,CO,VH,Private not for Profit,6.4,701+,10.9,701+,37.6,537,11.9,801+,15.8,782,16.3,792,12.4,801+,28.8,801+,62.4,251,41.9,801+,-,,,,,"10,207",859,965,95%,5%
1098,1001-1200,1001-1200,Southwest University,China (Mainland),Asia,XL,CO,VH,Public,3.2,701+,3.5,701+,12.0,801+,45.1,414,1.5,801+,5.3,801+,4.2,801+,51.4,801+,16.5,798,37.9,801+,-,,,,,"38,382",Read less,"2,771",100%,
1101,1001-1200,1001-1200,Sumy State University,Ukraine,Europe,M,FC,HI,Public,6.3,701+,11.0,701+,47.1,418,5.2,801+,3.9,801+,29.1,603,29.5,620,35.5,801+,4.5,801+,48.2,751=,-,,,,,"8,250","1,276",827,97%,3%
1102,1001-1200,1001-1200,Sungshin Women's University,Republic of Korea,Asia,M,CO,MD,Private not for Profit,9.1,701+,13.4,701+,85.0,135,1.5,801+,3.7,801+,6.6,801+,10.6,801+,2.7,801+,1.8,801+,28.5,801+,-,,,,,"9,516",483,"1,416",98%,2%
1104,1001-1200,,Tashkent State University of Economics,Uzbekistan,Asia,L,SP,MD,Public,15.7,701+,31.4,455,14.0,801+,1.5,801+,19.2,726,11.3,801+,13.9,801+,13.5,801+,23.7,660,36.7,801+,-,,,,,"14,603",,"1,007",93%,7%
1105,1001-1200,1001-1200,Technical University of Kosice,Slovakia,Europe,M,FO,VH,Public,8.2,701+,13.8,701+,21.4,801+,10.3,801+,1.8,801+,89.6,169,66.7,291,40.5,801+,21.4,699,21.9,801+,-,,,,,"9,276",,767,99%,1%
1108,1001-1200,1201-1400,The City College of New York,United States of America,Americas,L,FC,HI,Public,11.8,701+,8.0,701+,15.0,801+,17.8,756,5.0,801+,8.6,801+,6.6,801+,46.7,801+,7.1,801+,39.0,801+,-,,,,,"11,712",641,815,94%,6%
1110,1001-1200,1001-1200,The Hashemite University,Jordan,Asia,L,FC,HI,Public,15.6,701+,23.7,566,5.5,801+,7.8,801+,9.9,801+,18.4,756,13.9,801+,45.1,801+,5.1,801+,45.4,801+,-,,,,,"19,555","2,577",931,94%,6%
1111,1001-1200,1001-1200,Tokyo Metropolitan University,Japan,Asia,M,CO,VH,Public,17.5,701+,8.2,701+,41.9,483,14.8,801+,9.7,801+,8.0,801+,11.6,801+,39.5,801+,4.9,801+,26.4,801+,-,,,,,"9,017",474,939,94%,6%
1114,1001-1200,1001-1200,Universidad Austral de Chile,Chile,Americas,L,FC,HI,Private not for Profit,19.3,638,15.4,701+,4.1,801+,14.3,801+,20.5,703,2.5,801+,6.8,801+,45.8,801+,4.8,801+,44.0,801+,-,,,,,"18,822",270,718,90%,10%
1115,1001-1200,1001-1200,Universidad de Castilla-La Mancha,Spain,Europe,L,FC,VH,Public,10.7,701+,4.7,701+,22.0,791,17.9,754,2.7,801+,9.7,801+,15.5,801+,70.4,521,7.9,801+,46.9,793=,-,,,,,"25,096",,"1,966",98%,2%
1116,1001-1200,1001-1200,Universidad de Guadalajara (UDG),Mexico,Americas,XL,FC,HI,Public,26.5,475,12.5,701+,21.3,801+,1.6,801+,2.8,801+,1.3,801+,5.7,801+,45.1,801+,9.8,801+,55.2,601,-,,,,,"145,850",415,"11,472",98%,2%
1117,1001-1200,1001-1200,Universidad de las Américas Puebla (UDLAP),Mexico,Americas,M,FC,MD,Private not for Profit,11.7,701+,13.1,701+,56.0,332,3.4,801+,21.9,689,15.7,801+,16.6,801+,6.9,801+,4.7,801+,18.6,801+,-,,,,,"5,363",407,635,87%,13%
1118,1001-1200,951-1000,Universidad de León,Spain,Europe,M,CO,VH,,10.4,701+,7.1,701+,52.1,361,9.6,801+,3.7,801+,20.6,722,15.5,801+,46.6,801+,3.5,801+,60.7,494=,-,,,,,"12,046",,"1,038",98%,2%
1119,1001-1200,1001-1200,Universidad de Puerto Rico,Puerto Rico,Americas,XL,FC,HI,Public,14.8,701+,10.8,701+,23.0,776,3.5,801+,8.3,801+,2.1,801+,6.4,801+,43.4,801+,71.8,202,37.7,801+,-,,,,,"39,482",,"4,176",99%,1%
1121,1001-1200,1001-1200,Universidad de Talca,Chile,Americas,M,FO,VH,Public,14.4,701+,11.7,701+,9.1,801+,13.2,801+,27.4,619,1.9,801+,1.7,801+,46.4,801+,2.5,801+,29.4,801+,-,,,,,"11,045",99,613,87%,13%
1122,1001-1200,1001-1200,Universidad del Valle,Colombia,Americas,XL,FC,MD,Public,24.1,529,9.7,701+,11.1,801+,2.8,801+,3.3,801+,2.2,801+,6.6,801+,24.7,801+,28.8,580,34.9,801+,-,,,,,"33,529",,"1,995",98%,2%
1124,1001-1200,1001-1200,Universidad ICESI,Colombia,Americas,M,FO,HI,Private not for Profit,7.8,701+,8.8,701+,87.6,114,2.4,801+,5.1,801+,5.2,801+,9.3,801+,7.4,801+,12.9,801+,15.9,801+,-,,,,,"6,104",179,937,97%,3%
1126,1001-1200,851-900,Universidad ORT Uruguay,Uruguay,Americas,M,FO,MD,Private not for Profit,13.2,701+,22.2,598,84.2,145,1.4,801+,17.1,765,2.9,801+,2.4,801+,3.6,801+,7.0,801+,7.4,801+,-,,,,,"4,746",89,695,90%,10%
1128,1001-1200,901-950,Universidad Pontificia Bolivariana,Colombia,Americas,M,FO,VH,Private not for Profit,10.7,701+,12.7,701+,83.9,146,2.8,801+,4.8,801+,4.5,801+,8.8,801+,17.7,801+,27.6,601,28.5,801+,-,,,,,"6,602",175,"1,004",97%,3%
1129,1001-1200,1001-1200,Universidad Rey Juan Carlos,Spain,Europe,XL,CO,VH,Public,12.5,701+,16.9,701+,11.5,801+,9.4,801+,24.2,660,20.3,727,26.4,667,65.3,619,14.5,801+,64.0,422=,-,,,,,"38,486",,"2,441",89%,11%
1132,1001-1200,1001-1200,Universidade da Coruña,Spain,Europe,L,CO,VH,Public,8.5,701+,7.1,701+,29.3,645,13.8,801+,3.5,801+,9.4,801+,15.2,801+,61.7,667,3.6,801+,61.1,477=,-,,,,,"14,966",794,"1,325",98%,2%
1135,1001-1200,1001-1200,Università degli Studi di Udine,Italy,Europe,M,CO,VH,Public,9.5,701+,4.8,701+,15.2,801+,23.9,657,5.7,801+,8.2,801+,13.6,801+,52.1,801+,2.0,801+,42.8,801+,-,,,,,"11,590",,811,96%,4%
1137,1001-1200,1201-1400,Universitas Sumatera Utara,Indonesia,Asia,XL,FC,HI,Public,14.4,701+,13.4,701+,38.0,532,1.8,801+,14.1,801+,2.6,801+,7.0,801+,28.6,801+,7.4,801+,46.0,801+,-,,,,,"33,070",,"3,648",91%,9%
1140,1001-1200,,Universitat Jaume I,Spain,Europe,L,CO,VH,Public,7.7,701+,3.3,701+,20.8,801+,28.4,601,4.8,801+,24.1,671,30.2,612,51.1,801+,1.7,801+,59.6,509=,-,,,,,,,,,
1148,1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,M,FC,HI,Public,20.1,612,14.4,701+,17.3,801+,6.8,801+,43.9,472,19.7,732,23.0,719,35.9,801+,5.0,801+,42.6,801+,-,,,,,"11,738","1,109",868,83%,17%
1151,1001-1200,,University of Anbar,Iraq,Asia,L,CO,HI,Public,25.3,507,15.4,701+,27.2,695,3.0,801+,3.5,801+,1.8,801+,6.3,801+,25.9,801+,5.6,801+,31.7,801+,-,,,,,"27,567",23,"1,797",98%,2%
1152,1001-1200,1001-1200,University of Arkansas Fayetteville,United States of America,Americas,L,CO,VH,Public,8.4,701+,7.4,701+,7.8,801+,19.0,732,9.2,801+,4.4,801+,3.5,801+,67.8,570,34.4,496,45.1,801+,-,,,,,"26,280",946,"1,446",96%,4%
1153,1001-1200,,University of Balamand,Lebanon,Asia,M,CO,HI,Private not for Profit,8.0,701+,21.2,622,49.8,386,3.6,801+,20.5,704,26.9,633,31.2,599,14.4,801+,3.8,801+,33.6,801+,-,,,,,"4,017",538,605,91%,9%
1154,1001-1200,951-1000,University of Central Lancashire,United Kingdom,Europe,L,CO,HI,Public,6.5,701+,9.3,701+,12.4,801+,7.1,801+,43.2,476,78.4,234,80.5,203,56.9,739,3.3,801+,35.5,801+,-,,,,,"21,801","6,688","1,470",83%,17%
1155,1001-1200,951-1000,University of Colombo,Sri Lanka,Asia,L,CO,HI,Public,15.1,701+,20.9,626,3.3,801+,6.1,801+,1.2,801+,1.5,801+,5.9,801+,20.7,801+,76.0,176,61.1,477=,-,,,,,"25,276",150,884,100%,
1156,1001-1200,951-1000,University of Denver,United States of America,Americas,M,CO,VH,Private not for Profit,7.8,701+,12.2,701+,43.6,458,12.7,801+,6.0,801+,14.2,801+,20.2,760,31.8,801+,37.5,465,49.5,715=,-,,,,,"9,784",628,"1,027",92%,8%
1157,1001-1200,1001-1200,University of Deusto,Spain,Europe,M,FO,VH,,8.9,701+,29.8,477,7.4,801+,14.3,801+,8.8,801+,29.9,592,35.8,539,29.1,801+,52.2,324,31.6,801+,-,,,,,"10,672","1,210",545,96%,4%
1159,1001-1200,1001-1200,University of Hradec Kralove,Czechia,Europe,M,FO,VH,Public,5.8,701+,6.9,701+,24.8,739,13.3,801+,60.2,388,6.2,801+,10.5,801+,49.4,801+,5.2,801+,23.0,801+,-,,,,,"5,160",199,426,78%,22%
1160,1001-1200,1001-1200,University of Ibadan,Nigeria,Africa,XL,CO,VH,,11.6,701+,16.6,701+,6.4,801+,7.3,801+,,,,,,,64.8,624,76.2,175,41.9,801+,-,,,,,"41,269",,"2,095",%,%
1161,1001-1200,1001-1200,University of Idaho,United States of America,Americas,M,CO,VH,Public,3.5,701+,1.6,701+,15.4,801+,36.9,504,8.6,801+,12.2,801+,9.3,801+,32.0,801+,7.5,801+,41.7,801+,-,,,,,"9,442",611,598,96%,4%
1162,1001-1200,1001-1200,University of Ioannina,Greece,Europe,XL,FC,HI,,9.4,701+,5.6,701+,1.9,801+,32.0,562,2.0,801+,7.5,801+,11.9,801+,55.7,757,3.6,801+,36.5,801+,-,,,,,"34,564",995,723,99%,1%
1163,1001-1200,,University of Isfahan,Iran (Islamic Republic of),Asia,L,CO,VH,Public,7.7,701+,10.7,701+,4.9,801+,30.7,579,,,2.5,801+,2.1,801+,52.8,798,4.7,801+,27.7,801+,-,,,,,"18,000",256,630,%,%
1164,1001-1200,1001-1200,University of Karachi,Pakistan,Asia,XL,CO,HI,Public,14.5,701+,19.2,676,2.0,801+,10.4,801+,4.7,801+,1.2,801+,1.1,801+,48.4,801+,51.2,332,31.3,801+,-,,,,,"44,969",78,"1,063",97%,3%
1165,1001-1200,1001-1200,University of Lagos,Nigeria,Africa,XL,CO,HI,,9.4,701+,16.5,701+,2.5,801+,5.2,801+,,,,,,,45.9,801+,90.4,103,36.6,801+,-,,,,,"55,000",,"1,736",%,%
1166,1001-1200,1001-1200,University of Louisville,United States of America,Americas,L,FC,HI,Public,3.9,701+,4.2,701+,43.8,454,13.3,801+,21.8,691,5.9,801+,11.3,801+,59.6,700,9.8,801+,39.5,801+,-,,,,,,,,,
1168,1001-1200,851-900,University of Mississippi,United States of America,Americas,L,CO,VH,Public,4.6,701+,3.2,701+,78.0,177,12.0,801+,5.2,801+,5.1,801+,10.4,801+,47.6,801+,9.2,801+,35.9,801+,-,,,,,"20,595",716,"11,745",97%,3%
1169,1001-1200,1001-1200,"University of Missouri, Kansas City",United States of America,Americas,M,CO,VH,Public,5.1,701+,9.5,701+,21.9,795,25.7,627,6.9,801+,31.3,574,23.5,715,26.4,801+,13.4,801+,30.8,801+,-,,,,,"11,319","1,539",793,96%,4%
1170,1001-1200,901-950,University of Murcia,Spain,Europe,L,FC,VH,Public,15.3,701+,5.4,701+,24.9,735,14.9,801+,,,7.0,801+,12.2,801+,77.9,385,4.9,801+,64.4,413=,-,,,,,"26,739","1,201","1,750",99%,1%
1171,1001-1200,901-950,University of Nairobi,Kenya,Africa,XL,FC,HI,Public,12.8,701+,13.7,701+,25.7,723,2.6,801+,,,,,,,48.7,801+,95.6,72,39.1,801+,-,,,,,"31,248",,"2,670",%,%
1172,1001-1200,,University of Nevada - Reno,United States of America,Americas,L,FC,HI,Public,6.4,701+,6.5,701+,24.2,748,24.4,648,23.4,672,4.1,801+,3.3,801+,62.9,652,13.9,801+,48.1,757=,-,,,,,,,,,
